date,city,precipitation,day_of_year,average,precipitation_or_average,year,month,month_no,month_and_year,season
2020-10-09,Springfield,0.0,283,0.032,0.0,2020,October,10,October 2020,Fall
2020-10-10,Springfield,0.99,284,0.22199999999999998,0.99,2020,October,10,October 2020,Fall
2020-10-11,Springfield,0.03,285,0.006,0.03,2020,October,10,October 2020,Fall
2020-10-12,Springfield,0.58,286,0.126,0.58,2020,October,10,October 2020,Fall
2020-10-13,Springfield,0.61,287,0.13399999999999998,0.61,2020,October,10,October 2020,Fall
2020-10-14,Springfield,0.02,288,0.008,0.02,2020,October,10,October 2020,Fall
2020-10-15,Springfield,0.0,289,0.03,0.0,2020,October,10,October 2020,Fall
2020-10-16,Springfield,0.0,290,0.052000000000000005,0.0,2020,October,10,October 2020,Fall
2020-10-17,Springfield,0.24,291,0.074,0.24,2020,October,10,October 2020,Fall
2020-10-18,Springfield,0.02,292,0.196,0.02,2020,October,10,October 2020,Fall
2020-10-19,Springfield,0.14,293,0.10200000000000001,0.14,2020,October,10,October 2020,Fall
2020-10-20,Springfield,0.23,294,0.11400000000000002,0.23,2020,October,10,October 2020,Fall
2020-10-21,Springfield,0.12,295,0.282,0.12,2020,October,10,October 2020,Fall
2020-10-22,Springfield,0.43,296,0.16,0.43,2020,October,10,October 2020,Fall
2020-10-23,Springfield,0.05,297,0.08,0.05,2020,October,10,October 2020,Fall
2020-10-24,Springfield,0.12,298,0.11000000000000001,0.12,2020,October,10,October 2020,Fall
2020-10-25,Springfield,0.02,299,0.33999999999999997,0.02,2020,October,10,October 2020,Fall
2020-10-26,Springfield,0.01,300,0.034,0.01,2020,October,10,October 2020,Fall
2020-10-27,Springfield,0.0,301,0.46399999999999997,0.0,2020,October,10,October 2020,Fall
2020-10-28,Springfield,0.0,302,0.43200000000000005,0.0,2020,October,10,October 2020,Fall
2020-10-29,Springfield,0.03,303,0.028000000000000004,0.03,2020,October,10,October 2020,Fall
2020-10-30,Springfield,0.03,304,0.20600000000000002,0.03,2020,October,10,October 2020,Fall
2020-10-31,Springfield,0.0,305,0.01,0.0,2020,October,10,October 2020,Fall
2020-11-01,Springfield,0.0,306,0.1,0.0,2020,November,11,November 2020,Fall
2020-11-02,Springfield,0.0,307,0.10250000000000001,0.0,2020,November,11,November 2020,Fall
2020-11-03,Springfield,0.09,308,0.26749999999999996,0.09,2020,November,11,November 2020,Fall
2020-11-04,Springfield,0.78,309,0.34249999999999997,0.78,2020,November,11,November 2020,Fall
2020-11-05,Springfield,0.2,310,0.28500000000000003,0.2,2020,November,11,November 2020,Fall
2020-11-06,Springfield,0.15,311,0.25,0.15,2020,November,11,November 2020,Fall
2020-11-07,Springfield,0.03,312,0.1275,0.03,2020,November,11,November 2020,Fall
2020-11-08,Springfield,0.02,313,0.11,0.02,2020,November,11,November 2020,Fall
2020-11-09,Springfield,0.0,314,0.1475,0.0,2020,November,11,November 2020,Fall
2020-11-10,Springfield,0.11,315,0.0625,0.11,2020,November,11,November 2020,Fall
2020-11-11,Springfield,0.03,316,0.268,0.03,2020,November,11,November 2020,Fall
2020-11-12,Springfield,0.0,317,0.088,0.0,2020,November,11,November 2020,Fall
2020-11-13,Springfield,0.96,318,0.33399999999999996,0.96,2020,November,11,November 2020,Fall
2020-11-14,Springfield,0.02,319,0.176,0.02,2020,November,11,November 2020,Fall
2020-11-15,Springfield,0.46,320,0.164,0.46,2020,November,11,November 2020,Fall
2020-11-16,Springfield,0.06,321,0.038,0.06,2020,November,11,November 2020,Fall
2020-11-17,Springfield,0.64,322,0.172,0.64,2020,November,11,November 2020,Fall
2020-11-18,Springfield,0.55,323,0.36,0.55,2020,November,11,November 2020,Fall
2020-11-19,Springfield,0.29,324,0.084,0.29,2020,November,11,November 2020,Fall
2020-11-20,Springfield,0.06,325,0.013999999999999999,0.06,2020,November,11,November 2020,Fall
2020-11-21,Springfield,0.03,326,0.098,0.03,2020,November,11,November 2020,Fall
2020-11-22,Springfield,0.0,327,0.5725,0.0,2020,November,11,November 2020,Fall
2020-11-23,Springfield,0.2,328,0.07500000000000001,0.2,2020,November,11,November 2020,Fall
2020-11-24,Springfield,0.07,329,0.1275,0.07,2020,November,11,November 2020,Fall
2020-11-25,Springfield,0.16,330,0.4325,0.16,2020,November,11,November 2020,Fall
2020-11-26,Springfield,0.04,331,0.47500000000000003,0.04,2020,November,11,November 2020,Fall
2020-11-27,Springfield,0.03,332,0.2425,0.03,2020,November,11,November 2020,Fall
2020-11-28,Springfield,0.09,333,0.1,0.09,2020,November,11,November 2020,Fall
2020-11-29,Springfield,0.05,334,0.34,0.05,2020,November,11,November 2020,Fall
2020-11-30,Springfield,0.45,335,0.146,0.45,2020,November,11,November 2020,Fall
2020-12-01,Springfield,0.0,336,0.08199999999999999,0.0,2020,December,12,December 2020,Fall
2020-12-02,Springfield,0.0,337,0.192,0.0,2020,December,12,December 2020,Fall
2020-12-03,Springfield,0.0,338,0.033999999999999996,0.0,2020,December,12,December 2020,Fall
2020-12-04,Springfield,0.0,339,0.11400000000000002,0.0,2020,December,12,December 2020,Fall
2020-12-05,Springfield,0.0,340,0.006,0.0,2020,December,12,December 2020,Fall
2020-12-06,Springfield,0.01,341,0.098,0.01,2020,December,12,December 2020,Fall
2020-12-07,Springfield,0.0,342,0.10200000000000001,0.0,2020,December,12,December 2020,Fall
2020-12-08,Springfield,0.07,343,0.052000000000000005,0.07,2020,December,12,December 2020,Fall
2020-12-09,Springfield,0.58,344,0.41200000000000003,0.58,2020,December,12,December 2020,Fall
2020-12-10,Springfield,0.0,345,0.286,0.0,2020,December,12,December 2020,Fall
2020-12-11,Springfield,0.03,346,0.198,0.03,2020,December,12,December 2020,Fall
2020-12-12,Springfield,0.0,347,0.132,0.0,2020,December,12,December 2020,Fall
2020-12-13,Springfield,0.07,348,0.078,0.07,2020,December,12,December 2020,Fall
2020-12-14,Springfield,0.19,349,0.144,0.19,2020,December,12,December 2020,Fall
2020-12-15,Springfield,0.24,350,0.162,0.24,2020,December,12,December 2020,Fall
2020-12-16,Springfield,0.06,351,0.086,0.06,2020,December,12,December 2020,Fall
2020-12-17,Springfield,0.52,352,0.39,0.52,2020,December,12,December 2020,Fall
2020-12-18,Springfield,0.11,353,0.22799999999999998,0.11,2020,December,12,December 2020,Fall
2020-12-19,Springfield,0.08,354,0.48599999999999993,0.08,2020,December,12,December 2020,Winter
2020-12-20,Springfield,0.37,355,0.6920000000000001,0.37,2020,December,12,December 2020,Winter
2020-12-21,Springfield,0.64,356,0.28200000000000003,0.64,2020,December,12,December 2020,Winter
2020-12-22,Springfield,2.42,357,0.8960000000000001,2.42,2020,December,12,December 2020,Winter
2020-12-23,Springfield,0.0,358,0.156,0.0,2020,December,12,December 2020,Winter
2020-12-24,Springfield,0.0,359,0.22400000000000003,0.0,2020,December,12,December 2020,Winter
2020-12-25,Springfield,0.03,360,0.35,0.03,2020,December,12,December 2020,Winter
2020-12-26,Springfield,0.48,361,0.304,0.48,2020,December,12,December 2020,Winter
2020-12-27,Springfield,0.11,362,0.12000000000000002,0.11,2020,December,12,December 2020,Winter
2020-12-28,Springfield,0.14,363,0.10200000000000001,0.14,2020,December,12,December 2020,Winter
2020-12-29,Springfield,0.03,364,0.26799999999999996,0.03,2020,December,12,December 2020,Winter
2020-12-30,Springfield,0.48,365,0.13999999999999999,0.48,2020,December,12,December 2020,Winter
2020-12-31,Springfield,0.5,366,0.5,0.5,2020,December,12,December 2020,Winter
2021-01-01,Springfield,0.11,1,0.052000000000000005,0.11,2021,January,1,January 2021,Winter
2021-01-02,Springfield,0.42,2,0.15,0.42,2021,January,1,January 2021,Winter
2021-01-03,Springfield,1.6,3,0.836,1.6,2021,January,1,January 2021,Winter
2021-01-04,Springfield,0.65,4,0.37,0.65,2021,January,1,January 2021,Winter
2021-01-05,Springfield,0.36,5,0.24666666666666667,0.36,2021,January,1,January 2021,Winter
2021-01-06,Springfield,1.05,6,0.8133333333333334,1.05,2021,January,1,January 2021,Winter
2021-01-07,Springfield,0.0,7,0.6074999999999999,0.0,2021,January,1,January 2021,Winter
2021-01-08,Springfield,0.1,8,0.24,0.1,2021,January,1,January 2021,Winter
2021-01-09,Springfield,0.2,9,0.1475,0.2,2021,January,1,January 2021,Winter
2021-01-10,Springfield,0.1,10,0.1725,0.1,2021,January,1,January 2021,Winter
2021-01-11,Springfield,0.03,11,0.2975,0.03,2021,January,1,January 2021,Winter
2021-01-12,Springfield,1.72,12,0.5900000000000001,1.72,2021,January,1,January 2021,Winter
2021-01-13,Springfield,0.98,13,0.3425,0.98,2021,January,1,January 2021,Winter
2021-01-14,Springfield,0.0,14,0.0525,0.0,2021,January,1,January 2021,Winter
2021-01-15,Springfield,0.19,15,0.052500000000000005,0.19,2021,January,1,January 2021,Winter
2021-01-16,Springfield,0.02,16,0.025,0.02,2021,January,1,January 2021,Winter
2021-01-17,Springfield,0.05,17,0.045,0.05,2021,January,1,January 2021,Winter
2021-01-18,Springfield,0.0,18,0.155,0.0,2021,January,1,January 2021,Winter
2021-01-19,Springfield,0.0,19,0.09000000000000001,0.0,2021,January,1,January 2021,Winter
2021-01-20,Springfield,0.0,20,0.05500000000000001,0.0,2021,January,1,January 2021,Winter
2021-01-21,Springfield,0.05,21,0.1,0.05,2021,January,1,January 2021,Winter
2021-01-22,Springfield,0.02,22,0.1975,0.02,2021,January,1,January 2021,Winter
2021-01-23,Springfield,0.0,23,0.2875,0.0,2021,January,1,January 2021,Winter
2021-01-24,Springfield,0.08,24,0.29333333333333333,0.08,2021,January,1,January 2021,Winter
2021-01-25,Springfield,0.16,25,0.18666666666666668,0.16,2021,January,1,January 2021,Winter
2021-01-26,Springfield,0.0,26,0.07,0.0,2021,January,1,January 2021,Winter
2021-01-27,Springfield,0.09,27,0.065,0.09,2021,January,1,January 2021,Winter
2021-01-28,Springfield,0.21,28,0.2975,0.21,2021,January,1,January 2021,Winter
2021-01-29,Springfield,0.17,29,0.055,0.17,2021,January,1,January 2021,Winter
2021-01-30,Springfield,0.12,30,0.0825,0.12,2021,January,1,January 2021,Winter
2021-01-31,Springfield,0.21,31,0.1775,0.21,2021,January,1,January 2021,Winter
2021-02-01,Springfield,0.47,32,0.5199999999999999,0.47,2021,February,2,February 2021,Winter
2021-02-02,Springfield,0.72,33,0.27749999999999997,0.72,2021,February,2,February 2021,Winter
2021-02-03,Springfield,0.42,34,0.145,0.42,2021,February,2,February 2021,Winter
2021-02-04,Springfield,0.03,35,0.1075,0.03,2021,February,2,February 2021,Winter
2021-02-05,Springfield,0.11,36,0.21,0.11,2021,February,2,February 2021,Winter
2021-02-06,Springfield,0.05,37,0.35000000000000003,0.05,2021,February,2,February 2021,Winter
2021-02-07,Springfield,0.07,38,0.16249999999999998,0.07,2021,February,2,February 2021,Winter
2021-02-08,Springfield,0.18,39,0.0975,0.18,2021,February,2,February 2021,Winter
2021-02-09,Springfield,0.02,40,0.29750000000000004,0.02,2021,February,2,February 2021,Winter
2021-02-10,Springfield,0.0,41,0.0075,0.0,2021,February,2,February 2021,Winter
2021-02-11,Springfield,0.0,42,0.18,0.0,2021,February,2,February 2021,Winter
2021-02-12,Springfield,0.05,43,0.275,0.05,2021,February,2,February 2021,Winter
2021-02-13,Springfield,0.93,44,0.27,0.93,2021,February,2,February 2021,Winter
2021-02-14,Springfield,0.41,45,0.13749999999999998,0.41,2021,February,2,February 2021,Winter
2021-02-15,Springfield,0.6,46,0.25,0.6,2021,February,2,February 2021,Winter
2021-02-16,Springfield,0.13,47,0.056666666666666664,0.13,2021,February,2,February 2021,Winter
2021-02-17,Springfield,0.02,48,0.1366666666666667,0.02,2021,February,2,February 2021,Winter
2021-02-18,Springfield,0.0,49,0.006666666666666667,0.0,2021,February,2,February 2021,Winter
2021-02-19,Springfield,0.08,50,0.06,0.08,2021,February,2,February 2021,Winter
2021-02-20,Springfield,,51,0.20500000000000002,0.20500000000000002,2021,February,2,February 2021,Winter
2021-02-21,Springfield,,52,0.11,0.11,2021,February,2,February 2021,Winter
2021-02-22,Springfield,,53,0.03,0.03,2021,February,2,February 2021,Winter
2021-02-23,Springfield,,54,0.0,0.0,2021,February,2,February 2021,Winter
2021-02-24,Springfield,0.19,55,0.095,0.19,2021,February,2,February 2021,Winter
2021-02-25,Springfield,0.14,56,0.07,0.14,2021,February,2,February 2021,Winter
2021-02-26,Springfield,0.01,57,0.005,0.01,2021,February,2,February 2021,Winter
2021-02-27,Springfield,0.14,58,0.25333333333333335,0.14,2021,February,2,February 2021,Winter
2021-02-28,Springfield,0.02,59,0.6366666666666666,0.02,2021,February,2,February 2021,Winter
2021-03-01,Springfield,0.0,60,0.2875,0.0,2021,March,3,March 2021,Winter
2021-03-02,Springfield,0.01,61,0.0075,0.01,2021,March,3,March 2021,Winter
2021-03-03,Springfield,,62,0.11333333333333334,0.11333333333333334,2021,March,3,March 2021,Winter
2021-03-04,Springfield,,63,0.05333333333333334,0.05333333333333334,2021,March,3,March 2021,Winter
2021-03-05,Springfield,0.4,64,0.1125,0.4,2021,March,3,March 2021,Winter
2021-03-06,Springfield,,65,0.0,0.0,2021,March,3,March 2021,Winter
2021-03-07,Springfield,,66,0.32666666666666666,0.32666666666666666,2021,March,3,March 2021,Winter
2021-03-08,Springfield,,67,0.08666666666666667,0.08666666666666667,2021,March,3,March 2021,Winter
2021-03-09,Springfield,0.0,68,0.09000000000000001,0.0,2021,March,3,March 2021,Winter
2021-03-10,Springfield,0.0,69,0.005,0.0,2021,March,3,March 2021,Winter
2021-03-11,Springfield,0.0,70,0.0,0.0,2021,March,3,March 2021,Winter
2021-03-12,Springfield,0.0,71,0.166,0.0,2021,March,3,March 2021,Winter
2021-03-13,Springfield,0.0,72,0.062,0.0,2021,March,3,March 2021,Winter
2021-03-14,Springfield,0.0,73,0.07,0.0,2021,March,3,March 2021,Winter
2021-03-15,Springfield,0.32,74,0.22999999999999998,0.32,2021,March,3,March 2021,Winter
2021-03-16,Springfield,0.0,75,0.012,0.0,2021,March,3,March 2021,Winter
2021-03-17,Springfield,0.0,76,0.0,0.0,2021,March,3,March 2021,Winter
2021-03-18,Springfield,0.0,77,0.0,0.0,2021,March,3,March 2021,Winter
2021-03-19,Springfield,0.21,78,0.0525,0.21,2021,March,3,March 2021,Winter
2021-03-20,Springfield,,79,0.0,0.0,2021,March,3,March 2021,Winter
2021-03-21,Springfield,,80,0.0,0.0,2021,March,3,March 2021,Winter
2021-03-22,Springfield,0.32,81,0.14250000000000002,0.32,2021,March,3,March 2021,Spring
2021-03-23,Springfield,0.06,82,0.09,0.06,2021,March,3,March 2021,Spring
2021-03-24,Springfield,,83,0.21,0.21,2021,March,3,March 2021,Spring
2021-03-25,Springfield,,84,0.0,0.0,2021,March,3,March 2021,Spring
2021-03-26,Springfield,,85,0.18333333333333335,0.18333333333333335,2021,March,3,March 2021,Spring
2021-03-27,Springfield,,86,0.01,0.01,2021,March,3,March 2021,Spring
2021-03-28,Springfield,,87,0.022500000000000003,0.022500000000000003,2021,March,3,March 2021,Spring
2021-03-29,Springfield,0.34,88,0.07400000000000001,0.34,2021,March,3,March 2021,Spring
2021-03-30,Springfield,0.01,89,0.13,0.01,2021,March,3,March 2021,Spring
2021-03-31,Springfield,,90,0.15,0.15,2021,March,3,March 2021,Spring
2021-04-01,Springfield,,91,0.125,0.125,2021,April,4,April 2021,Spring
2021-04-02,Springfield,,92,0.09,0.09,2021,April,4,April 2021,Spring
2021-04-03,Springfield,,93,0.0125,0.0125,2021,April,4,April 2021,Spring
2021-04-04,Springfield,,94,0.2425,0.2425,2021,April,4,April 2021,Spring
2021-04-05,Springfield,,95,0.1375,0.1375,2021,April,4,April 2021,Spring
2021-04-06,Springfield,0.0,96,0.055,0.0,2021,April,4,April 2021,Spring
2021-04-07,Springfield,0.0,97,0.1075,0.0,2021,April,4,April 2021,Spring
2021-04-08,Springfield,0.13,98,0.18250000000000002,0.13,2021,April,4,April 2021,Spring
2021-04-09,Springfield,0.0,99,0.054000000000000006,0.0,2021,April,4,April 2021,Spring
2021-04-10,Springfield,0.02,100,0.122,0.02,2021,April,4,April 2021,Spring
2021-04-11,Springfield,0.0,101,0.11600000000000002,0.0,2021,April,4,April 2021,Spring
2021-04-12,Springfield,0.0,102,0.18,0.0,2021,April,4,April 2021,Spring
2021-04-13,Springfield,0.0,103,0.044,0.0,2021,April,4,April 2021,Spring
2021-04-14,Springfield,0.0,104,0.14600000000000002,0.0,2021,April,4,April 2021,Spring
2021-04-15,Springfield,0.0,105,0.33799999999999997,0.0,2021,April,4,April 2021,Spring
2021-04-16,Springfield,0.0,106,0.02,0.0,2021,April,4,April 2021,Spring
2021-04-17,Springfield,0.0,107,0.084,0.0,2021,April,4,April 2021,Spring
2021-04-18,Springfield,0.0,108,0.04,0.0,2021,April,4,April 2021,Spring
2021-04-19,Springfield,0.0,109,0.08,0.0,2021,April,4,April 2021,Spring
2021-04-20,Springfield,0.0,110,0.018,0.0,2021,April,4,April 2021,Spring
2021-04-21,Springfield,0.0,111,0.08,0.0,2021,April,4,April 2021,Spring
2021-04-22,Springfield,0.0,112,0.10400000000000001,0.0,2021,April,4,April 2021,Spring
2021-04-23,Springfield,0.0,113,0.024,0.0,2021,April,4,April 2021,Spring
2021-04-24,Springfield,0.08,114,0.184,0.08,2021,April,4,April 2021,Spring
2021-04-25,Springfield,0.5,115,0.154,0.5,2021,April,4,April 2021,Spring
2021-04-26,Springfield,0.15,116,0.055999999999999994,0.15,2021,April,4,April 2021,Spring
2021-04-27,Springfield,0.01,117,0.048,0.01,2021,April,4,April 2021,Spring
2021-04-28,Springfield,0.0,118,0.11000000000000001,0.0,2021,April,4,April 2021,Spring
2021-04-29,Springfield,0.0,119,0.05600000000000001,0.0,2021,April,4,April 2021,Spring
2021-04-30,Springfield,0.1,120,0.094,0.1,2021,April,4,April 2021,Spring
2021-05-01,Springfield,0.03,121,0.024,0.03,2021,May,5,May 2021,Spring
2021-05-02,Springfield,0.01,122,0.064,0.01,2021,May,5,May 2021,Spring
2021-05-03,Springfield,0.0,123,0.036,0.0,2021,May,5,May 2021,Spring
2021-05-04,Springfield,0.29,124,0.098,0.29,2021,May,5,May 2021,Spring
2021-05-05,Springfield,0.0,125,0.008,0.0,2021,May,5,May 2021,Spring
2021-05-06,Springfield,0.0,126,0.074,0.0,2021,May,5,May 2021,Spring
2021-05-07,Springfield,0.0,127,0.11200000000000002,0.0,2021,May,5,May 2021,Spring
2021-05-08,Springfield,0.17,128,0.046,0.17,2021,May,5,May 2021,Spring
2021-05-09,Springfield,0.01,129,0.014000000000000002,0.01,2021,May,5,May 2021,Spring
2021-05-10,Springfield,0.0,130,0.006,0.0,2021,May,5,May 2021,Spring
2021-05-11,Springfield,0.0,131,0.002,0.0,2021,May,5,May 2021,Spring
2021-05-12,Springfield,0.0,132,0.01,0.0,2021,May,5,May 2021,Spring
2021-05-13,Springfield,0.0,133,0.10800000000000001,0.0,2021,May,5,May 2021,Spring
2021-05-14,Springfield,0.0,134,0.03,0.0,2021,May,5,May 2021,Spring
2021-05-15,Springfield,0.0,135,0.06000000000000001,0.0,2021,May,5,May 2021,Spring
2021-05-16,Springfield,0.0,136,0.17,0.0,2021,May,5,May 2021,Spring
2021-05-17,Springfield,0.0,137,0.128,0.0,2021,May,5,May 2021,Spring
2021-05-18,Springfield,0.05,138,0.17800000000000002,0.05,2021,May,5,May 2021,Spring
2021-05-19,Springfield,0.12,139,0.05,0.12,2021,May,5,May 2021,Spring
2021-05-20,Springfield,0.01,140,0.033999999999999996,0.01,2021,May,5,May 2021,Spring
2021-05-21,Springfield,0.0,141,0.03,0.0,2021,May,5,May 2021,Spring
2021-05-22,Springfield,0.0,142,0.066,0.0,2021,May,5,May 2021,Spring
2021-05-23,Springfield,0.0,143,0.034,0.0,2021,May,5,May 2021,Spring
2021-05-24,Springfield,0.07,144,0.10400000000000001,0.07,2021,May,5,May 2021,Spring
2021-05-25,Springfield,0.04,145,0.016,0.04,2021,May,5,May 2021,Spring
2021-05-26,Springfield,0.01,146,0.10200000000000001,0.01,2021,May,5,May 2021,Spring
2021-05-27,Springfield,0.17,147,0.08,0.17,2021,May,5,May 2021,Spring
2021-05-28,Springfield,0.19,148,0.048,0.19,2021,May,5,May 2021,Spring
2021-05-29,Springfield,0.0,149,0.068,0.0,2021,May,5,May 2021,Spring
2021-05-30,Springfield,0.0,150,0.078,0.0,2021,May,5,May 2021,Spring
2021-05-31,Springfield,0.0,151,0.016,0.0,2021,May,5,May 2021,Spring
2021-06-01,Springfield,0.0,152,0.258,0.0,2021,June,6,June 2021,Spring
2021-06-02,Springfield,0.0,153,0.016,0.0,2021,June,6,June 2021,Spring
2021-06-03,Springfield,0.0,154,0.041999999999999996,0.0,2021,June,6,June 2021,Spring
2021-06-04,Springfield,0.0,155,0.036,0.0,2021,June,6,June 2021,Spring
2021-06-05,Springfield,0.05,156,0.13999999999999999,0.05,2021,June,6,June 2021,Spring
2021-06-06,Springfield,0.0,157,0.05600000000000001,0.0,2021,June,6,June 2021,Spring
2021-06-07,Springfield,0.73,158,0.15,0.73,2021,June,6,June 2021,Spring
2021-06-08,Springfield,0.0,159,0.03,0.0,2021,June,6,June 2021,Spring
2021-06-09,Springfield,0.0,160,0.078,0.0,2021,June,6,June 2021,Spring
2021-06-10,Springfield,0.0,161,0.26,0.0,2021,June,6,June 2021,Spring
2021-06-11,Springfield,0.0,162,0.11000000000000001,0.0,2021,June,6,June 2021,Spring
2021-06-12,Springfield,0.34,163,0.08800000000000001,0.34,2021,June,6,June 2021,Spring
2021-06-13,Springfield,0.34,164,0.192,0.34,2021,June,6,June 2021,Spring
2021-06-14,Springfield,0.6,165,0.2,0.6,2021,June,6,June 2021,Spring
2021-06-15,Springfield,0.07,166,0.022000000000000002,0.07,2021,June,6,June 2021,Spring
2021-06-16,Springfield,0.0,167,0.022,0.0,2021,June,6,June 2021,Spring
2021-06-17,Springfield,0.0,168,0.019999999999999997,0.0,2021,June,6,June 2021,Spring
2021-06-18,Springfield,0.0,169,0.054000000000000006,0.0,2021,June,6,June 2021,Spring
2021-06-19,Springfield,0.0,170,0.014000000000000002,0.0,2021,June,6,June 2021,Spring
2021-06-20,Springfield,0.0,171,0.062,0.0,2021,June,6,June 2021,Spring
2021-06-21,Springfield,0.0,172,0.0025,0.0,2021,June,6,June 2021,Summer
2021-06-22,Springfield,0.0,173,0.0225,0.0,2021,June,6,June 2021,Summer
2021-06-23,Springfield,0.0,174,0.057999999999999996,0.0,2021,June,6,June 2021,Summer
2021-06-24,Springfield,0.0,175,0.004,0.0,2021,June,6,June 2021,Summer
2021-06-25,Springfield,0.0,176,0.038,0.0,2021,June,6,June 2021,Summer
2021-06-26,Springfield,0.0,177,0.03,0.0,2021,June,6,June 2021,Summer
2021-06-27,Springfield,0.0,178,0.0,0.0,2021,June,6,June 2021,Summer
2021-06-28,Springfield,0.0,179,0.0025,0.0,2021,June,6,June 2021,Summer
2021-06-29,Springfield,0.0,180,0.135,0.0,2021,June,6,June 2021,Summer
2021-06-30,Springfield,0.0,181,0.0025,0.0,2021,June,6,June 2021,Summer
2021-07-01,Springfield,0.0,182,0.015000000000000001,0.0,2021,July,7,July 2021,Summer
2021-07-02,Springfield,0.0,183,0.02,0.0,2021,July,7,July 2021,Summer
2021-07-03,Springfield,0.0,184,0.0125,0.0,2021,July,7,July 2021,Summer
2021-07-04,Springfield,0.0,185,0.0325,0.0,2021,July,7,July 2021,Summer
2021-07-05,Springfield,0.0,186,0.0125,0.0,2021,July,7,July 2021,Summer
2021-07-06,Springfield,0.0,187,0.015,0.0,2021,July,7,July 2021,Summer
2021-07-07,Springfield,0.0,188,0.01,0.0,2021,July,7,July 2021,Summer
2021-07-08,Springfield,0.0,189,0.03,0.0,2021,July,7,July 2021,Summer
2021-07-09,Springfield,0.0,190,0.002,0.0,2021,July,7,July 2021,Summer
2021-07-10,Springfield,0.0,191,0.046,0.0,2021,July,7,July 2021,Summer
2021-07-11,Springfield,0.0,192,0.028000000000000004,0.0,2021,July,7,July 2021,Summer
2021-07-12,Springfield,0.0,193,0.004,0.0,2021,July,7,July 2021,Summer
2021-07-13,Springfield,0.0,194,0.006,0.0,2021,July,7,July 2021,Summer
2021-07-14,Springfield,0.0,195,0.01,0.0,2021,July,7,July 2021,Summer
2021-07-15,Springfield,0.0,196,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-16,Springfield,0.0,197,0.014000000000000002,0.0,2021,July,7,July 2021,Summer
2021-07-17,Springfield,0.0,198,0.004,0.0,2021,July,7,July 2021,Summer
2021-07-18,Springfield,0.0,199,0.038,0.0,2021,July,7,July 2021,Summer
2021-07-19,Springfield,0.0,200,0.128,0.0,2021,July,7,July 2021,Summer
2021-07-20,Springfield,0.02,201,0.008,0.02,2021,July,7,July 2021,Summer
2021-07-21,Springfield,0.0,202,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-22,Springfield,0.0,203,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-23,Springfield,0.0,204,0.006,0.0,2021,July,7,July 2021,Summer
2021-07-24,Springfield,0.0,205,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-25,Springfield,0.0,206,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-26,Springfield,0.0,207,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-27,Springfield,0.0,208,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-28,Springfield,0.0,209,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-29,Springfield,0.0,210,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-30,Springfield,0.0,211,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-31,Springfield,,212,0.0,0.0,2021,July,7,July 2021,Summer
2021-08-01,Springfield,,213,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-02,Springfield,,214,0.0625,0.0625,2021,August,8,August 2021,Summer
2021-08-03,Springfield,0.0,215,0.008,0.0,2021,August,8,August 2021,Summer
2021-08-04,Springfield,0.02,216,0.006,0.02,2021,August,8,August 2021,Summer
2021-08-05,Springfield,0.0,217,0.014000000000000002,0.0,2021,August,8,August 2021,Summer
2021-08-06,Springfield,0.06,218,0.012,0.06,2021,August,8,August 2021,Summer
2021-08-07,Springfield,0.01,219,0.012,0.01,2021,August,8,August 2021,Summer
2021-08-08,Springfield,0.04,220,0.064,0.04,2021,August,8,August 2021,Summer
2021-08-09,Springfield,0.01,221,0.006,0.01,2021,August,8,August 2021,Summer
2021-08-10,Springfield,0.0,222,0.10200000000000001,0.0,2021,August,8,August 2021,Summer
2021-08-11,Springfield,0.0,223,0.046,0.0,2021,August,8,August 2021,Summer
2021-08-12,Springfield,0.0,224,0.004,0.0,2021,August,8,August 2021,Summer
2021-08-13,Springfield,0.0,225,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-14,Springfield,,226,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-15,Springfield,,227,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-16,Springfield,,228,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-17,Springfield,,229,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-18,Springfield,,230,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-19,Springfield,,231,0.0033333333333333335,0.0033333333333333335,2021,August,8,August 2021,Summer
2021-08-20,Springfield,,232,0.016666666666666666,0.016666666666666666,2021,August,8,August 2021,Summer
2021-08-21,Springfield,,233,0.013333333333333334,0.013333333333333334,2021,August,8,August 2021,Summer
2021-08-22,Springfield,,234,0.045,0.045,2021,August,8,August 2021,Summer
2021-08-23,Springfield,,235,0.0075,0.0075,2021,August,8,August 2021,Summer
2021-08-24,Springfield,,236,0.0,0.0,2021,August,8,August 2021,Summer
